source,TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk_1,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,X54
disgust.M,6.64,0,178.4574,no,55-64,caucasian,male,Unknown,22.7573,3.1682,-5.5857,0.0018,0.0038,97.2309,0.0243,0.0025,0.2132,0.1946,-8.5444,60.3422,3e-4,2e-4,0.2221,0.5303,99.9983,0.001,0.0074,5.8781,0.0641,0.1467,0,0.6592,1e-4,0,97.7387,0.0011,79.301,0.6736,0.001,0.0181,5.2792,4e-4,0,0,0.0018,0.0018,0.0025,0,0.0027,2.2978,2.2978,0.0018,0.0286,NA
disgust.M,6.68,0,179.4275,no,55-64,caucasian,male,Unknown,23.0593,2.6466,-6.5846,0.0018,0.0032,97.2634,0.0231,0.0026,0.2442,0.1934,-2.4166,63.738,0.0022,1e-4,0.3799,0.1972,99.9987,0.002,0.0065,7.8974,0.0783,0.1501,0,1.2984,1e-4,0,97.9581,0.002,93.9222,0.5624,7e-4,0.0233,9.8919,4e-4,0,0,0.0018,0.0018,0.0026,0,0.0687,2.2978,2.2978,0.0018,0.0292,NA
disgust.M,6.72,0,178.8036,no,55-64,caucasian,male,Unknown,23.1058,3.7458,-6.2452,0.0019,0.0024,97.3273,0.0217,0.0027,0.3072,0.1927,-1.2026,68.2862,0.0162,1e-4,0.6109,0.0666,99.999,0.0044,0.0055,10.7384,0.0947,0.1264,0,2.642,3e-4,0,97.4688,0.0027,98.5504,0.4634,5e-4,0.0283,18.75,5e-4,0,0,0.0018,0.0018,0.0027,0,3.3688,2.2978,2.2978,0.0018,0.0304,NA
disgust.M,6.76,0,178.5222,no,55-64,caucasian,male,Unknown,22.8579,2.6424,-6.4257,0.002,0.0014,97.4468,0.0193,0.0026,0.4501,0.1911,-0.2338,66.6814,0.114,1e-4,1.0301,0.0216,99.9991,0.01,0.0048,9.7143,0.1153,0.1065,0,5.5178,5e-4,0,97.9598,0.003,99.6069,0.3758,5e-4,0.0332,33.1432,6e-4,0,0,0.0018,0.0018,0.0026,0,7.1949,2.2978,2.2978,0.0018,0.0335,NA
disgust.M,6.8,0,178.6638,no,55-64,caucasian,male,Unknown,22.4619,3.2158,-6.103,0.0023,8e-4,97.7096,0.0149,0.0027,0.7884,0.1877,0,70.8096,0.3537,0,1.4706,0.0083,99.9992,0.0242,0.0041,6.7628,0.1583,0.0865,0,12.407,0.001,0,97.7176,0.0042,99.7704,0.3063,3e-4,0.0433,51.5885,6e-4,0,0,0.0018,0.0018,0.0027,0,11.0346,2.2979,2.2979,0.0018,0.0411,NA
disgust.M,6.84,0,177.6991,no,55-64,caucasian,male,Unknown,22.1749,2.5426,-6.1029,0.0029,4e-4,98.1183,0.0099,0.0038,1.5165,0.1848,0,84.7545,0.559,0,1.9961,0.0042,99.9992,0.0551,0.0034,3.5712,0.188,0.0678,0,24.0174,0.0019,0,97.9993,0.0058,99.7951,0.2809,2e-4,0.0561,68.8221,7e-4,1e-4,1e-4,0.0018,0.0018,0.0038,0,14.8764,2.2981,2.2981,0.0018,0.0575,NA
disgust.M,6.88,0,177.9871,no,55-64,caucasian,male,Unknown,22.3751,4.123,-7.1746,0.004,3e-4,98.6378,0.0054,0.0068,3.1254,0.1845,0,95.2161,0.5821,0,2.4049,0.0032,99.9992,0.133,0.0029,2.3184,0.2317,0.0682,0,41.8734,0.0036,0,97.2759,0.0073,99.8082,0.2593,2e-4,0.0683,82.4588,8e-4,1e-4,1e-4,0.0018,0.0018,0.0068,0,18.7183,2.2984,2.2984,0.0018,0.0868,NA
disgust.M,6.92,0,177.1268,no,55-64,caucasian,male,Unknown,21.1998,2.1324,-6.4609,0.0061,2e-4,99.1034,0.0025,0.0144,6.4311,0.1832,0,99.0398,0.6859,0,2.6497,0.003,99.9992,0.336,0.0025,1.5478,0.2787,0.0733,0,64.9061,0.0072,0,98.154,0.0083,99.8573,0.2522,2e-4,0.0903,90.8704,8e-4,1e-4,1e-4,0.0018,0.0018,0.0144,0,22.56,2.2991,2.2991,0.0018,0.1283,NA
disgust.M,6.96,0,178.121,no,55-64,caucasian,male,Unknown,21.2369,2.4039,-6.2904,0.0083,2e-4,99.3476,0.0014,0.0245,10.2861,0.1818,0,99.7046,0.7949,0,2.8737,0.0027,99.9991,0.8671,0.0022,1.0209,0.3463,0.0604,0,81.5018,0.014,0,98.053,0.0082,99.8654,0.2742,1e-4,0.12,95.151,9e-4,1e-4,1e-4,0.0019,0.0018,0.0245,0,26.4023,2.3004,2.3004,0.0018,0.1785,NA
disgust.M,7,0,179.1357,no,55-64,caucasian,male,Unknown,21.9425,2.6462,-6.1918,0.0098,1e-4,99.4876,0.001,0.0331,13.7983,0.1823,0,99.8563,0.7801,0,3.5118,0.0021,99.9991,2.1691,0.0021,0.6683,0.4338,0.0527,0,91.6173,0.0273,0,97.9583,0.0106,99.8132,0.2461,1e-4,0.1455,97.5928,0.001,1e-4,1e-4,0.0019,0.0018,0.0331,0,30.2446,2.3024,2.3024,0.0018,0.2388,NA
disgust.M,7.04,0,179.1247,no,55-64,caucasian,male,Unknown,22.2797,2.4644,-6.5558,0.0104,1e-4,99.5824,8e-4,0.0377,15.8983,0.1837,0,99.8966,0.7186,0,4.0309,0.0019,99.999,4.8773,0.0017,0.5277,0.4913,0.0501,0,96.2297,0.0583,0,98.0298,0.0132,99.7445,0.2397,1e-4,0.1744,98.844,0.001,1e-4,1e-4,0.0019,0.0018,0.0377,0,34.087,2.305,2.305,0.0018,0.3068,NA
disgust.M,7.08,0,180.8206,no,55-64,caucasian,male,Unknown,22.8846,3.1839,-6.7112,0.0108,1e-4,99.6869,8e-4,0.0403,16.8211,0.1848,-2.4704,99.9111,0.719,0,4.088,0.0021,99.999,10.7814,0.0015,0.3622,0.6066,0.0461,0,98.3418,0.1128,0,97.7318,0.0139,99.6031,0.2335,1e-4,0.2161,99.4344,0.0011,1e-4,1e-4,0.0019,0.0018,0.0403,0,37.9291,2.3092,2.3092,0.0018,0.3769,NA
disgust.M,7.12,0,181.148,no,55-64,caucasian,male,Unknown,23.4345,2.88,-5.9969,0.0105,1e-4,99.806,8e-4,0.041,17.5138,0.1883,-8.8403,99.9165,0.5693,0,4.505,0.0026,99.9988,21.556,0.0016,0.3571,0.7418,0.0418,0,99.228,0.1859,0,97.8626,0.0153,99.5524,0.2427,1e-4,0.2819,99.7203,0.0012,1e-4,1e-4,0.0019,0.0018,0.041,0,41.7711,2.3137,2.3137,0.0018,0.4521,NA
disgust.M,7.16,0,180.4924,no,55-64,caucasian,male,Unknown,21.3167,2.626,-5.8663,0.0104,1e-4,99.8826,8e-4,0.0428,17.351,0.1934,-15.6301,99.9181,0.3996,1e-4,4.1128,0.0038,99.9983,33.0013,0.0016,0.4729,0.8783,0.0478,0,99.4871,0.315,0,97.9664,0.0136,99.5734,0.281,2e-4,0.3811,99.8163,0.0012,1e-4,1e-4,0.0019,0.0018,0.0428,0,45.6127,2.3184,2.3184,0.0018,0.5234,NA
disgust.M,7.2,0,178.8226,no,55-64,caucasian,male,Unknown,19.7665,2.833,-5.7215,0.0104,1e-4,99.9264,8e-4,0.0449,16.9988,0.1988,-21.947,99.919,0.2715,1e-4,3.5128,0.0043,99.9975,43.679,0.0015,0.5755,1.0195,0.0662,0,99.6508,0.4856,0,97.8822,0.0121,99.5598,0.3063,3e-4,0.5431,99.8757,0.0013,2e-4,1e-4,0.0019,0.0018,0.0449,0,49.4533,2.3208,2.3208,0.0018,0.5889,NA
disgust.M,7.24,0,178.9588,no,55-64,caucasian,male,Wink,18.6824,2.0718,-4.0109,0.0105,1e-4,99.9437,8e-4,0.0471,16.5585,0.2033,-25.4486,99.9192,0.1733,1e-4,2.8557,0.0068,99.9952,49.3851,0.0015,0.6013,1.3561,0.1546,0,99.692,0.6264,0,98.1758,0.0117,99.3891,0.3805,6e-4,0.7486,99.898,0.0014,2e-4,2e-4,0.0019,0.0018,0.0471,0,53.2931,2.3219,2.3219,0.0018,0.6485,NA
disgust.M,7.28,0,179.1847,no,55-64,caucasian,male,Wink,18.4919,3.2901,-4.7785,0.0105,2e-4,99.9464,8e-4,0.049,16.1879,0.2066,-26.1053,99.9192,0.0936,1e-4,2.3173,0.0117,99.9912,49.9099,0.0014,0.6745,1.5671,0.3454,0,99.6964,0.721,0,97.6842,0.0102,99.009,0.4325,0.0011,0.9686,99.9005,0.0014,2e-4,2e-4,0.0019,0.0018,0.049,0,57.1307,2.3224,2.3224,0.0018,0.7035,NA
disgust.M,7.32,0,181.0223,no,55-64,caucasian,male,Wink,18.1428,3.1187,-3.9316,0.0106,2e-4,99.9344,8e-4,0.0506,15.8866,0.2062,-23.8144,99.9194,0.0486,1e-4,1.8597,0.0181,99.9839,44.8251,0.0014,0.7615,1.6324,0.6335,0,99.7333,0.6721,0,97.7605,0.0083,98.0367,0.4801,0.0023,1.0171,99.8996,0.0015,2e-4,2e-4,0.0019,0.0018,0.0506,0,60.9643,2.3227,2.3227,0.0018,0.755,NA
disgust.M,7.36,0,179.8732,no,55-64,caucasian,male,Wink,17.5867,3.185,-4.6415,0.0107,2e-4,99.9186,8e-4,0.0522,15.5745,0.2031,-21.2431,99.9194,0.0287,1e-4,1.3986,0.0299,99.9711,39.2338,0.0015,0.9521,1.7371,1.1769,0,99.7513,0.5137,0,97.7313,0.0071,97.2461,0.5449,0.0046,0.8635,99.8886,0.0015,2e-4,2e-4,0.0019,0.0018,0.0522,0,64.7896,2.3228,2.3228,0.0018,0.8032,NA
disgust.M,7.4,0,181.189,no,55-64,caucasian,male,Wink,19.1643,3.2165,-4.0715,0.0108,2e-4,99.8841,8e-4,0.0528,15.3874,0.2002,-17.6216,99.9189,0.0174,1e-4,1.1805,0.0411,99.9593,30.7032,0.0019,1.3144,2.0344,1.4442,0,99.6664,0.366,0,97.7173,0.0063,94.9728,0.5688,0.0093,0.7355,99.8589,0.0016,2e-4,2e-4,0.0019,0.0018,0.0528,0,68.6011,2.3228,2.3228,0.0018,0.8497,NA
disgust.M,7.44,0,179.6384,no,55-64,caucasian,male,Wink,19.3333,3.1913,-4.0367,0.0108,2e-4,99.8459,8e-4,0.0533,15.1971,0.1982,-15.3735,99.918,0.0103,1e-4,0.9757,0.0452,99.9552,23.8666,0.0024,2.2522,2.1503,1.7175,0,99.5264,0.2639,0,97.7285,0.0049,92.2528,0.6103,0.0162,0.6434,99.8248,0.0017,2e-4,2e-4,0.0019,0.0018,0.0533,0,72.3974,2.3228,2.3228,0.0018,0.8948,NA
disgust.M,7.48,0,180.0976,no,55-64,caucasian,male,Wink,19.9143,2.2716,-3.4379,0.0108,2e-4,99.8071,8e-4,0.0536,14.9811,0.1969,-14.3523,99.9168,0.0063,1e-4,0.7822,0.0541,99.96,18.4678,0.0031,3.01,2.0929,1.2525,1e-4,99.3094,0.198,0,98.1029,0.0039,87.974,0.6314,0.0338,0.5748,99.7637,0.0017,2e-4,2e-4,0.0019,0.0018,0.0536,0,76.1435,2.3229,2.3229,0.0018,0.9386,NA
disgust.M,7.52,0,180.4008,no,55-64,caucasian,male,Wink,20.1241,3.0886,-4.1774,0.0108,2e-4,99.7533,9e-4,0.0534,14.7122,0.1959,-13.1901,99.914,0.0034,1e-4,0.6399,0.0715,99.9657,12.9429,0.0043,4.3011,1.9905,0.8722,1e-4,98.8501,0.145,0,97.7736,0.0028,84.3141,0.6772,0.0683,0.5021,99.6828,0.0018,2e-4,2e-4,0.0019,0.0018,0.0534,0,79.6195,2.3229,2.3229,0.0018,0.9812,NA
disgust.M,7.56,0,180.5462,no,55-64,caucasian,male,Wink,20.207,3.2559,-4.2089,0.0106,2e-4,99.7144,9e-4,0.0525,14.3219,0.1953,-14.0383,99.9084,0.0022,2e-4,0.5501,0.1032,99.9741,9.9647,0.0056,6.5832,1.9379,0.8192,1e-4,97.947,0.1091,0,97.6996,0.002,80.4537,0.7611,0.127,0.4705,99.559,0.0018,2e-4,2e-4,0.002,0.0018,0.0525,0,82.1404,2.3229,2.3229,0.0018,1.0232,NA
disgust.M,7.6,0,180.9023,no,55-64,caucasian,male,Wink,19.445,3.3265,-4.1676,0.0103,2e-4,99.6753,0.001,0.0504,13.7888,0.1949,-15.728,99.8982,0.0013,2e-4,0.5131,0.1294,99.9799,7.5438,0.0075,10.1357,1.8273,0.6439,1e-4,96.47,0.0842,0,97.6676,0.0016,76.3095,0.8741,0.236,0.4598,99.3697,0.0018,2e-4,2e-4,0.002,0.0018,0.0504,0,84.0428,2.3229,2.3229,0.0018,1.0645,NA
disgust.M,7.64,0,181.2782,no,55-64,caucasian,male,Wink,19.5443,3.377,-4.0195,0.0099,2e-4,99.6381,0.001,0.0477,12.9924,0.1945,-16.6857,99.8807,8e-4,2e-4,0.4209,0.1678,99.9801,5.8988,0.0103,11.758,1.5775,0.7708,2e-4,94.2465,0.0582,0,97.6445,0.0011,73.5125,1.0495,0.3694,0.4782,99.0607,0.0018,2e-4,2e-4,0.002,0.0018,0.0477,0,85.2903,2.3229,2.3229,0.0018,1.1048,NA
disgust.M,7.68,0,180.2755,no,55-64,caucasian,male,Wink,19.4811,2.7634,-3.7009,0.0092,2e-4,99.5818,0.0012,0.0416,11.707,0.1943,-17.0718,99.8381,7e-4,2e-4,0.397,0.1847,99.9785,4.1595,0.0138,10.8971,1.3726,0.8716,3e-4,89.9632,0.0456,0,97.9109,0.001,69.9438,1.1206,0.497,0.4885,98.5832,0.0018,2e-4,2e-4,0.002,0.0018,0.0416,0,86.6523,2.3229,2.3229,0.0018,1.1441,NA
disgust.M,7.72,0,181.3356,no,55-64,caucasian,male,Wink,20.1029,2.9598,-3.5603,0.008,2e-4,99.4885,0.0015,0.0328,9.7353,0.1942,-18.8857,99.7261,6e-4,2e-4,0.3371,0.2259,99.9773,2.7758,0.0168,12.2521,1.4062,0.828,4e-4,82.5857,0.0337,0,97.829,5e-4,65.2784,1.1641,0.6197,0.5028,97.7531,0.0018,2e-4,2e-4,0.0021,0.0018,0.0328,0,88.5998,2.3229,2.3229,0.0018,1.1816,NA
disgust.M,7.76,0,179.751,no,55-64,caucasian,male,Wink,19.8944,3.933,-4.0942,0.0064,2e-4,99.33,0.0023,0.0216,7.1277,0.194,-20.3489,99.3371,6e-4,2e-4,0.3364,0.2205,99.9767,1.7488,0.0217,15.4274,1.4176,0.8418,4e-4,70.1581,0.0245,0,97.3748,5e-4,63.2004,1.0746,0.6509,0.5444,96.2608,0.0018,2e-4,2e-4,0.0021,0.0018,0.0216,0,87.3756,2.3229,2.3229,0.0018,1.2163,NA
disgust.M,7.8,0,180.8412,no,55-64,caucasian,male,Wink,18.1553,3.1076,-4.7253,0.0047,2e-4,99.0536,0.0041,0.0122,4.5207,0.1939,-23.6264,97.7593,6e-4,2e-4,0.3296,0.2398,99.9731,1.0504,0.0269,20.9521,1.3032,0.7846,6e-4,52.8872,0.0173,0,97.7653,4e-4,59.3023,1.105,0.7225,0.6047,93.7742,0.0018,2e-4,2e-4,0.0021,0.0018,0.0122,0,85.7551,2.3228,2.3228,0.0018,1.246,NA
disgust.M,7.84,0,179.4785,no,55-64,caucasian,male,Wink,19.4848,2.9399,-4.3018,0.0032,2e-4,98.5878,0.0083,0.0061,2.5221,0.1939,-23.3561,90.7238,6e-4,2e-4,0.3237,0.2483,99.968,0.5809,0.0347,26.3666,1.1158,0.8471,8e-4,31.9572,0.0145,0,97.8375,3e-4,63.4262,1.1058,0.7701,0.6216,89.7621,0.0018,2e-4,2e-4,0.0021,0.0018,0.0061,0,84.4601,2.3227,2.3227,0.0018,1.2666,NA
disgust.M,7.88,0,179.1984,no,55-64,caucasian,male,Wink,19.4691,3.0357,-4.0301,0.0025,3e-4,98.1578,0.0131,0.0051,1.6059,0.1936,-24.8357,88.446,7e-4,2e-4,0.3529,0.2055,99.9686,0.365,0.0439,28.5264,1.0285,0.7699,9e-4,17.9953,0.0112,0,97.7965,3e-4,61.4773,1.0186,0.7665,0.6771,83.9749,0.0018,2e-4,2e-4,0.0021,0.0018,0.0051,0,83.3118,2.3226,2.3226,0.0018,1.273,NA
disgust.M,7.92,0,179.6054,no,55-64,caucasian,male,Wink,17.929,3.7914,-4.5464,0.0021,4e-4,97.8105,0.0178,0.0055,1.0775,0.1936,-24.1566,89.8085,8e-4,2e-4,0.3209,0.2204,99.9666,0.2085,0.0548,30.4991,0.9152,0.8058,0.0011,8.9022,0.0085,0,97.4462,2e-4,64.2965,1.0641,0.8205,0.7577,75.2482,0.0018,2e-4,2e-4,0.0021,0.0018,0.0055,0,82.3636,2.3222,2.3222,0.0018,1.2599,NA
disgust.M,7.96,0,179.731,no,55-64,caucasian,male,Wink,19.3547,3.171,-4.3748,0.0019,6e-4,97.5704,0.0213,0.0052,0.7318,0.1939,-26.6875,88.7922,7e-4,1e-4,0.2911,0.3061,99.9644,0.1168,0.0665,29.0112,0.803,0.9875,0.0012,3.6395,0.0064,0,97.7375,2e-4,57.7668,1.1098,0.9654,0.799,62.6385,0.0018,2e-4,2e-4,0.0021,0.0018,0.0052,0,81.5801,2.3215,2.3215,0.0018,1.2282,NA
disgust.M,8,0,180.275,no,55-64,caucasian,male,Wink,18.7598,3.2008,-4.0898,0.0018,9e-4,97.4593,0.0229,0.006,0.5352,0.1941,-28.4598,91.2554,7e-4,1e-4,0.284,0.36870000000000003,99.9607,0.063,0.088,32.8725,0.7475,1.2316,0.0015,1.4809,0.0052,0,97.7242,2e-4,56.9955,1.0646,1.0728,0.8722,49.8025,0.0018,2e-4,1e-4,0.0021,0.0018,0.006,0,80.5634,2.3203,2.3203,0.0018,1.1838,NA
disgust.M,8.04,0,179.712,no,55-64,caucasian,male,Wink,18.9865,2.8578,-4.42,0.0018,0.0014,97.4187,0.0238,0.0064,0.3967,0.1947,-28.9,91.9494,7e-4,1e-4,0.2524,0.5323,99.9547,0.0349,0.1076,34.1422,0.6562,1.5196,0.002,0.5979,0.0042,0,97.8719,2e-4,57.318600000000004,1.1927,1.2157,0.9754,36.4265,0.0018,1e-4,1e-4,0.0022,0.0018,0.0064,0,79.5328,2.3183,2.3183,0.0018,1.1266,NA
disgust.M,8.08,0,179.8862,no,55-64,caucasian,male,Wink,20.0922,3.0117,-4.5978,0.0017,0.0021,97.3989,0.0243,0.0063,0.3069,0.1951,-30.6517,91.7256,6e-4,1e-4,0.2228,0.6422,99.9572,0.0207,0.139,33.7216,0.6453,1.5907,0.0023,0.2464,0.0034,0,97.8069,2e-4,53.361,1.1346,1.4657,1.0887,24.3882,0.0018,1e-4,1e-4,0.0022,0.0018,0.0063,0,78.2437,2.3157,2.3157,0.0018,1.0602,NA
disgust.M,8.12,0,180.7275,no,55-64,caucasian,male,Wink,19.5675,2.6218,-4.6318,0.0017,0.0028,97.39,0.0248,0.0068,0.2535,0.1955,-31.7293,92.6183,7e-4,1e-4,0.2104,0.7671,99.9529,0.0118,0.1696,35.4599,0.5729,1.3327,0.0028,0.1037,0.0027,0,97.968,1e-4,52.2529,1.1485,1.4676,1.219,15.3954,0.0018,1e-4,1e-4,0.0022,0.0018,0.0068,0,76.7322,2.3115,2.3115,0.0018,0.991,NA
disgust.M,8.16,0,179.7598,no,55-64,caucasian,male,Wink,18.8115,3.0722,-4.6564,0.0017,0.0035,97.3745,0.0254,0.0074,0.2215,0.1963,-34.6053,93.4765,7e-4,1e-4,0.2006,0.9983,99.9551,0.0073,0.1939,37.3171,0.4963,1.0742,0.003,0.0466,0.0024,0,97.7808,1e-4,47.3954,1.1423,1.4345,1.2479,9.4254,0.0018,1e-4,1e-4,0.0021,0.0018,0.0074,0,75.0971,2.3069,2.3069,0.0018,0.9162,NA
disgust.M,8.2,0,181.5202,no,55-64,caucasian,male,Wink,18.4366,2.7911,-5.1511,0.0017,0.0038,97.363,0.0256,0.0097,0.2112,0.1967,-39.2253,96.2338,7e-4,1e-4,0.1837,1.0985,99.9532,0.0056,0.2228,45.4167,0.4693,1.2429,0.0034,0.031,0.002,0,97.8995,1e-4,43.6467,1.1528,1.3918,1.2331,7.3986,0.0018,1e-4,1e-4,0.0021,0.0018,0.0097,0,73.3487,2.3023,2.3023,0.0018,0.8453,NA
disgust.M,8.24,0,181.1317,no,55-64,caucasian,male,Wink,19.2668,3.1546,-4.8869,0.0017,0.004,97.3673,0.0261,0.0118,0.2019,0.1978,-41.2764,97.3646,6e-4,1e-4,0.1967,1.3868,99.9539,0.0049,0.2596,50.5779,0.4302,1.316,0.0037,0.0216,0.0019,0,97.7447,2e-4,43.3821,1.2449,1.375,1.1728,5.9919,0.0018,1e-4,1e-4,0.0021,0.0018,0.0118,0,71.1833,2.2999,2.2999,0.0018,0.78,NA
disgust.M,8.28,0,180.7347,no,55-64,caucasian,male,Wink,19.5178,3.1684,-4.8552,0.0016,0.004,97.3582,0.0267,0.0141,0.1982,0.1988,-44.0208,98.0711,5e-4,1e-4,0.1848,1.6591,99.9585,0.0049,0.3253,55.0435,0.3778,1.2482,0.0045,0.019,0.002,0,97.7386,1e-4,41.0234,1.2938,1.4901,1.1131,5.9196,0.0018,1e-4,1e-4,0.0022,0.0019,0.0141,0,68.5183,2.2988,2.2988,0.0018,0.7207,NA
disgust.M,8.32,0,180.5932,no,55-64,caucasian,male,Wink,19.0755,3.4691,-5.3475,0.0016,0.004,97.3691,0.027,0.0155,0.1969,0.1993,-44.1987,98.3974,5e-4,1e-4,0.194,1.7958,99.9573,0.0052,0.3962,57.6862,0.3399,1.3066,0.0045,0.0172,0.0021,0,97.6018,2e-4,42.887,1.3926,1.4207,1.093,5.9721,0.0018,1e-4,1e-4,0.0022,0.0019,0.0155,0,65.7044,2.2982,2.2982,0.0018,0.6659,NA
disgust.M,8.36,0,181.0688,no,55-64,caucasian,male,Wink,19.0838,3.5081,-4.6651,0.0016,0.004,97.375,0.0274,0.0201,0.1937,0.2005,-47.3671,99.0126,5e-4,2e-4,0.1987,2.1269,99.9581,0.006,0.4481,64.5534,0.3055,1.9988,0.0049,0.016,0.002,0,97.5835,1e-4,41.9911,1.4764,1.338,1.0503,6.1409,0.0018,1e-4,1e-4,0.0022,0.0019,0.0201,0,62.8667,2.298,2.298,0.0018,0.6147,NA
disgust.M,8.4,0,180.6209,no,55-64,caucasian,male,Wink,19.432,3.2773,-4.7638,0.0015,0.0041,97.3695,0.0287,0.0267,0.1851,0.2033,-51.2823,99.3867,4e-4,2e-4,0.2184,2.871,99.9574,0.0065,0.5211,71.2725,0.276,2.6782,0.0054,0.0148,0.0021,0,97.69,2e-4,39.691,1.6359,1.2458,1.0163,6.036,0.0018,1e-4,1e-4,0.0022,0.0019,0.0267,0,59.8235,2.2979,2.2979,0.0018,0.5668,NA
disgust.M,8.44,0,181.2122,no,55-64,caucasian,male,Wink,19.2706,2.7895,-3.7614,0.0015,0.0042,97.3793,0.0298,0.0316,0.181,0.205,-52.6743,99.5408,3e-4,2e-4,0.2301,3.2964,99.9621,0.0073,0.5355,75.3406,0.2559,2.2699,0.0059,0.0141,0.0022,0,97.9002,2e-4,39.7527,1.7261,1.3,1.0164,6.1682,0.0018,0,0,0.0022,0.0019,0.0316,0,56.6361,2.2979,2.2979,0.0018,0.5205,NA
disgust.M,8.48,0,180.9554,no,55-64,caucasian,male,Wink,19.891,2.5529,-4.1192,0.0014,0.0043,97.4006,0.031,0.0366,0.1756,0.2065,-52.7114,99.6416,3e-4,2e-4,0.2725,3.686,99.9597,0.0078,0.6175,78.8262,0.2414,1.8503,0.0076,0.013,0.0023,0,97.9953,2e-4,42.4062,1.7389,1.3081,1.027,5.7025,0.0018,0,0,0.0021,0.0019,0.0366,0,53.29,2.2978,2.2978,0.0018,0.4757,NA
disgust.M,8.52,0,180.0485,no,55-64,caucasian,male,Unknown,17.4096,4.3101,-4.8662,0.0013,0.0045,97.4158,0.0343,0.0424,0.1609,0.2117,-54.1222,99.669,2e-4,3e-4,0.2915,5.0189,99.9542,0.009,0.6426,79.9513,0.201,1.7167,0.0071,0.011,0.0023,0,97.1749,2e-4,41.1121,1.9851,1.1858,1.0773,5.2918,0.0017,0,0,0.0021,0.0019,0.0424,0,49.9588,2.2978,2.2978,0.0018,0.4321,NA
disgust.M,8.56,0,180.9199,no,55-64,caucasian,male,Unknown,18.8914,3.0314,-5.2581,0.0013,0.0047,97.4293,0.0357,0.0445,0.1556,0.2137,-57.1682,99.6759,2e-4,3e-4,0.3642,5.5121,99.9478,0.0098,0.5985,80.2537,0.167,1.4238,0.0081,0.0099,0.0026,0,97.7984,2e-4,34.7655,1.8397,1.0787,1.1403,4.9204,0.0017,0,0,0.0021,0.0019,0.0445,0,46.7578,2.2978,2.2978,0.0018,0.3896,NA
disgust.M,8.6,0,179.8468,no,55-64,caucasian,male,Unknown,18.3519,2.3693,-4.6509,0.0012,0.0048,97.4368,0.0379,0.0493,0.1481,0.2168,-57.9714,99.7036,2e-4,3e-4,0.4461,6.28,99.9392,0.01,0.5854,81.5179,0.1515,1.1009,0.008,0.0089,0.0026,0,98.0662,2e-4,34.2631,1.9871,0.9829,1.1838,4.5288,0.0017,0,0,0.0021,0.0019,0.0493,0,44.6827,2.2978,2.2978,0.0018,0.3479,NA
disgust.M,8.64,0,180.0429,no,55-64,caucasian,male,Unknown,19.431,2.4985,-4.7793,0.0011,0.005,97.4344,0.0397,0.0533,0.142,0.2192,-58.4641,99.7213,2e-4,3e-4,0.453,6.8673,99.9375,0.0101,0.5399,82.3814,0.1401,0.8093,0.0094,0.0084,0.0027,0,98.0166,2e-4,33.9777,1.928,0.9849,1.2297,4.172,0.0017,0,0,0.0021,0.0019,0.0533,0,43.3602,2.2978,2.2978,0.0018,0.3066,NA
disgust.M,8.68,0,179.8229,no,55-64,caucasian,male,Unknown,18.903,3.1637,-4.1859,0.0011,0.0051,97.4347,0.0408,0.0557,0.1381,0.2207,-58.02,99.7297,2e-4,4e-4,0.49,7.2378,99.9273,0.0098,0.5068,82.8237,0.1412,0.7532,0.0125,0.0079,0.0028,0,97.7407,2e-4,35.4447,1.8179,1.0821,1.271,3.8092,0.0017,0,0,0.0021,0.0019,0.0557,0,42.7166,2.2978,2.2978,0.0018,0.2663,NA
disgust.M,8.72,0,180.8868,no,55-64,caucasian,male,Unknown,17.8113,2.6536,-3.8824,0.0011,0.0052,97.4401,0.0421,0.0541,0.1343,0.2224,-57.395,99.6913,2e-4,4e-4,0.4989,7.6445,99.9257,0.0106,0.4625,80.961,0.1334,0.6855,0.0135,0.0075,0.0028,0,97.9553,1e-4,35.5867,1.8828,1.051,1.2841,3.6073,0.0017,0,0,0.002,0.0019,0.0541,0,41.9965,2.2978,2.2978,0.0018,0.2269,NA
disgust.M,8.76,0,180.4026,no,55-64,caucasian,male,Unknown,19.3523,2.2584,-4.275,0.001,0.0054,97.4586,0.0454,0.0556,0.126,0.2267,-57.5109,99.6505,2e-4,5e-4,0.5005,8.6678,99.9261,0.0107,0.4622,79.2129,0.1157,0.6972,0.0156,0.0071,0.0029,0,98.1078,1e-4,34.801,1.7828,1.1391,1.3205,3.4892,0.0016,0,0,0.002,0.0019,0.0556,0,40.4154,2.2978,2.2978,0.0018,0.189,NA
